course,EX,A,B,C,D,P,F,session
AE39002,0,0,2,0,0,0,0,Autumn20
AG47007,1,23,9,5,1,0,0,Autumn20
AG48003,0,8,14,0,1,0,1,Autumn20
AG60121,5,18,16,6,1,0,0,Autumn20
AG31006,0,0,1,1,2,1,0,Autumn20
AR42001,2,7,12,10,4,1,0,Autumn20
AR43201,0,8,11,6,6,2,1,Autumn20
BT48017,11,9,13,0,0,0,0,Autumn20
BT49001,0,0,0,0,0,0,0,Autumn20
CE60023,3,12,6,2,0,0,0,Autumn20
CE41627,2,4,4,0,0,0,0,Autumn20
CE31004,0,0,0,1,1,3,0,Autumn20
CE60013,1,4,3,0,0,0,0,Autumn20
CH39006,0,1,0,0,0,0,0,Autumn20
CH48013,11,24,17,7,4,3,1,Autumn20
CH49015,0,0,0,0,0,0,0,Autumn20
CH47025,22,28,11,3,0,0,2,Autumn20
CS47007,32,26,11,6,1,1,4,Autumn20
CS48003,94,7,2,0,0,0,0,Autumn20
CY41007,0,1,4,14,3,1,0,Autumn20
CY49001,0,0,0,0,0,0,0,Autumn20
EC60091,13,46,10,0,0,0,0,Autumn20
CS60047,13,15,2,0,0,0,0,Autumn20
EC60085,1,1,1,0,1,0,0,Autumn20
CS60077,15,8,3,0,0,0,0,Autumn20
CS60038,13,15,5,1,3,1,0,Autumn20
EC31004,0,0,0,0,0,1,0,Autumn20
EC60083,2,1,3,1,0,0,0,Autumn20
EE47009,14,13,10,3,0,0,6,Autumn20
EE48001,8,30,13,0,0,0,2,Autumn20
CL60033,0,0,0,0,1,0,0,Autumn20
EX41003,0,0,3,14,9,3,0,Autumn20
EX40009,0,1,16,8,0,1,0,Autumn20
EE60032,5,6,20,9,5,2,2,Autumn20
IM31006,0,0,0,2,0,0,0,Autumn20
ET60025,7,9,7,2,3,0,0,Autumn20
EC60011,6,3,6,4,1,0,0,Autumn20
IM47003,7,16,14,9,0,0,0,Autumn20
GG41007,0,2,9,11,5,0,0,Autumn20
HS31082,0,0,0,0,1,0,0,Autumn20
HS49009,15,27,8,1,0,0,0,Autumn20
MA30006,0,0,0,0,0,2,0,Autumn20
MA40011,18,18,12,3,1,2,0,Autumn20
ME40701,0,7,47,40,2,2,0,Autumn20
ME40605,7,8,11,9,4,1,0,Autumn20
ME47603,27,65,30,4,5,2,4,Autumn20
ME41613,0,7,14,14,5,4,0,Autumn20
ME30602,0,0,0,0,0,1,0,Autumn20
ME39604,1,0,0,1,1,0,0,Autumn20
MT41019,6,16,10,0,0,0,0,Autumn20
MT41027,4,21,18,2,0,0,0,Autumn20
MT41023,8,12,9,2,5,0,1,Autumn20
MT31022,0,0,0,2,2,5,0,Autumn20
MI48001,6,21,23,27,0,0,0,Autumn20
MI49003,0,0,0,0,0,0,0,Autumn20
MI31002,0,2,1,0,0,0,0,Autumn20
MA61061,26,45,18,4,2,4,0,Autumn20
MI40039,1,2,1,0,0,0,0,Autumn20
NA49005,0,0,0,0,0,0,0,Autumn20
NA49007,4,23,15,1,3,0,3,Autumn20
PH41017,1,4,6,13,2,4,0,Autumn20
PH41019,3,11,18,2,0,0,0,Autumn20
IM49003,1,5,5,0,0,0,0,Autumn20
AE51010,5,5,3,1,0,1,0,Autumn20
AG60003,0,1,0,0,0,0,1,Autumn20
AG39002,0,2,0,2,0,0,0,Autumn20
AG60129,1,4,6,2,0,0,0,Autumn20
AR42005,2,5,12,3,0,0,1,Autumn20
AR52006,1,13,0,0,0,0,0,Autumn20
BT60015,7,7,0,1,0,0,0,Autumn20
CE41601,0,1,6,1,0,2,0,Autumn20
CE48001,6,7,6,5,5,0,3,Autumn20
CE60135,5,16,1,1,0,0,0,Autumn20
CE41629,0,2,2,3,3,0,0,Autumn20
CE31111,0,0,0,0,1,2,0,Autumn20
CE41021,1,3,3,0,0,0,0,Autumn20
CE31306,0,0,1,1,1,0,0,Autumn20
CE60061,0,0,5,3,1,1,0,Autumn20
CE60119,0,3,4,0,0,0,0,Autumn20
CH39020,0,0,1,0,0,0,0,Autumn20
CH49019,59,14,8,1,1,2,1,Autumn20
CY60101,0,8,10,3,2,3,0,Autumn20
EC60501,3,19,21,8,2,0,0,Autumn20
EC60201,4,8,0,0,0,0,0,Autumn20
EC60601,2,2,3,0,0,0,0,Autumn20
EC31008,0,0,0,0,0,2,0,Autumn20
EC60023,0,1,2,0,0,0,0,Autumn20
EC60101,1,2,0,0,0,0,0,Autumn20
EE49001,9,21,38,10,4,0,1,Autumn20
EX49001,3,10,9,4,0,2,1,Autumn20
EX38002,0,0,1,0,0,0,0,Autumn20
EE60098,9,19,11,5,3,1,0,Autumn20
EE60013,6,2,1,3,2,0,0,Autumn20
EX41005,0,1,0,0,0,0,0,Autumn20
IM31012,0,0,0,1,1,0,0,Autumn20
IM49001,0,19,32,6,0,0,0,Autumn20
IM31010,0,0,1,0,0,0,0,Autumn20
GG49005,5,12,9,1,0,0,0,Autumn20
GG41011,7,14,5,0,0,0,0,Autumn20
HS38002,0,0,1,0,0,0,0,Autumn20
HS60009,1,15,24,10,0,0,0,Autumn20
MA30014,0,0,0,0,0,1,0,Autumn20
MA41007,0,18,12,11,9,3,0,Autumn20
MA38002,0,0,0,1,0,1,0,Autumn20
ME61011,2,2,0,0,0,0,0,Autumn20
ME48701,33,44,18,4,2,0,2,Autumn20
ME60133,0,0,0,5,2,0,0,Autumn20
MF30003,0,0,0,2,0,0,0,Autumn20
MT47003,12,14,5,1,0,0,2,Autumn20
MT41031,3,1,2,1,2,1,0,Autumn20
MT39022,0,2,0,0,2,5,0,Autumn20
MI50003,16,28,14,0,0,0,0,Autumn20
MI31004,0,0,0,0,1,0,0,Autumn20
MI60037,2,2,3,1,1,4,0,Autumn20
PH49001,0,0,0,0,0,0,0,Autumn20
AE51005,3,1,1,1,2,0,0,Autumn20
AG31008,0,0,0,1,0,0,0,Autumn20
AG39004,0,0,1,2,1,0,1,Autumn20
AG60301,0,1,1,0,0,0,0,Autumn20
CL60017,10,2,0,0,0,0,0,Autumn20
AG60061,0,0,0,1,0,0,0,Autumn20
AG60109,0,0,0,0,0,0,1,Autumn20
AR43203,0,0,0,0,0,0,0,Autumn20
CY60005,5,11,3,0,0,0,0,Autumn20
BT63027,0,2,2,1,0,0,0,Autumn20
CE69021,0,0,0,0,0,0,0,Autumn20
CE39004,0,0,2,1,0,0,0,Autumn20
CE39008,0,2,0,1,0,0,0,Autumn20
CE60115,0,1,1,0,0,0,0,Autumn20
CE60141,2,3,0,0,0,0,0,Autumn20
CH39022,0,0,0,1,0,0,0,Autumn20
CH62007,0,1,4,4,4,4,0,Autumn20
CH62009,1,35,8,0,1,0,1,Autumn20
CY69101,0,18,8,0,0,0,0,Autumn20
EC60289,0,1,0,0,0,0,0,Autumn20
EC60503,7,29,10,4,0,0,0,Autumn20
EC60203,3,4,4,3,2,0,1,Autumn20
EC60603,1,2,2,0,0,0,0,Autumn20
EC60021,0,0,0,1,0,0,0,Autumn20
EC39002,0,0,1,0,0,0,0,Autumn20
EE60053,0,2,0,1,1,0,0,Autumn20
EX49003,0,2,14,11,2,0,0,Autumn20
EX39006,0,0,1,0,0,0,0,Autumn20
IE47007,10,8,6,1,0,0,6,Autumn20
IE49002,7,17,10,2,0,0,2,Autumn20
EE60045,0,0,0,0,0,1,4,Autumn20
IM48003,1,24,0,0,0,0,0,Autumn20
IM39003,0,0,0,1,0,1,0,Autumn20
GG50011,2,12,6,0,0,0,0,Autumn20
HS41002,0,0,0,0,1,0,0,Autumn20
MA51109,12,34,4,2,0,0,0,Autumn20
MA30110,0,0,0,0,0,1,0,Autumn20
MA49003,4,13,9,8,19,0,0,Autumn20
ME49601,0,7,13,29,8,1,0,Autumn20
MF40603,14,45,6,2,0,0,0,Autumn20
ME60353,3,2,0,0,0,0,0,Autumn20
ME39602,0,1,0,0,0,0,0,Autumn20
MF30604,0,0,0,0,2,1,0,Autumn20
ME60131,2,1,0,0,0,0,0,Autumn20
MT48003,1,7,12,6,0,0,0,Autumn20
MT41037,4,6,6,3,2,1,0,Autumn20
MI60031,0,15,4,2,1,0,0,Autumn20
MI60041,4,12,6,3,7,6,0,Autumn20
MI31008,0,0,1,2,0,0,0,Autumn20
MI60038,7,10,14,4,2,0,0,Autumn20
NA60047,4,7,6,5,6,8,0,Autumn20
NA60003,0,0,0,0,0,1,0,Autumn20
NA61001,12,20,13,4,3,0,0,Autumn20
PH49019,0,0,0,0,0,0,0,Autumn20
ME41005,4,7,0,0,0,0,0,Autumn20
AE61007,3,5,2,2,0,0,0,Autumn20
AE51017,1,2,0,0,1,0,0,Autumn20
ES60007,2,5,10,5,3,1,0,Autumn20
MA60017,0,1,0,1,0,0,0,Autumn20
AG39006,0,0,1,0,1,2,1,Autumn20
CE69023,0,0,0,0,0,0,0,Autumn20
CE39006,0,1,0,2,0,0,0,Autumn20
CE60126,0,0,0,1,0,0,0,Autumn20
CE61003,0,0,0,0,1,0,0,Autumn20
CH62039,0,4,14,3,4,0,1,Autumn20
CH62003,7,5,1,0,0,0,1,Autumn20
EC60291,5,5,2,4,0,0,0,Autumn20
EC69023,1,2,2,0,0,0,0,Autumn20
EC39004,1,0,0,0,0,0,0,Autumn20
EC60013,1,0,0,0,0,0,0,Autumn20
EE60019,2,2,2,1,0,0,0,Autumn20
HS60042,0,0,0,0,0,1,0,Autumn20
IM39006,0,1,1,0,0,0,0,Autumn20
MF41601,42,54,8,6,0,0,0,Autumn20
IM61023,2,2,5,5,1,0,0,Autumn20
IM60045,0,2,6,0,0,0,0,Autumn20
GG49007,0,15,3,7,1,0,0,Autumn20
GG20002,0,0,0,2,2,2,0,Autumn20
HS49002,0,0,1,0,0,0,0,Autumn20
ME49605,0,0,0,0,0,0,0,Autumn20
ME60309,0,0,0,0,2,0,0,Autumn20
ME60223,0,0,0,1,1,0,0,Autumn20
ME61003,3,7,3,1,0,0,0,Autumn20
ME60215,0,0,1,0,0,0,0,Autumn20
MT61151,10,12,10,2,0,0,0,Autumn20
MI61003,9,7,4,2,0,1,0,Autumn20
MI38002,0,1,2,0,0,0,0,Autumn20
MI60056,0,1,0,1,2,2,0,Autumn20
ME49005,10,0,0,1,0,0,0,Autumn20
AE60037,0,0,1,0,0,0,0,Autumn20
CS60083,2,3,1,0,1,0,0,Autumn20
MM61511,2,4,0,0,0,0,0,Autumn20
ES60008,0,0,0,0,0,1,0,Autumn20
CH61015,8,10,10,1,1,1,0,Autumn20
CH62045,1,1,3,1,0,0,0,Autumn20
CH62015,1,1,2,0,0,0,0,Autumn20
CS60113,6,4,2,4,0,0,0,Autumn20
TE60003,2,0,2,0,0,0,0,Autumn20
EC61405,1,2,0,0,0,0,0,Autumn20
TE61003,0,2,2,0,0,0,0,Autumn20
EC39006,0,0,1,0,0,1,0,Autumn20
EE60035,1,1,2,0,0,0,0,Autumn20
EE60043,0,0,0,2,0,0,0,Autumn20
IE48001,3,9,7,0,0,2,0,Autumn20
IM61011,1,4,2,1,0,0,0,Autumn20
GG49011,7,16,3,0,0,0,0,Autumn20
GG20107,0,0,0,2,3,1,2,Autumn20
IP60162,0,0,0,0,0,1,0,Autumn20
MA39014,0,0,1,0,0,0,0,Autumn20
MA71003,2,0,0,0,0,0,0,Autumn20
ME60073,0,0,1,1,1,0,0,Autumn20
ME60103,0,1,1,1,0,1,0,Autumn20
MT60007,2,1,3,2,0,0,0,Autumn20
MI61011,2,2,0,0,0,0,0,Autumn20
MI39002,0,0,1,2,0,0,0,Autumn20
MI60016,8,8,6,10,2,0,0,Autumn20
MI60039,0,3,3,2,0,0,0,Autumn20
ME49007,4,0,0,0,0,0,0,Autumn20
AE61032,0,0,0,0,0,1,0,Autumn20
MA41003,0,0,1,4,0,0,0,Autumn20
CE41603,0,0,0,1,0,0,0,Autumn20
RE60011,0,0,2,0,0,0,0,Autumn20
CH62001,0,1,1,0,0,0,0,Autumn20
MM61207,0,2,0,0,0,0,0,Autumn20
IP60113,0,0,0,0,0,0,1,Autumn20
EC60301,0,1,0,0,0,0,0,Autumn20
TE60114,0,0,2,0,0,0,0,Autumn20
EE60062,0,0,1,1,0,1,0,Autumn20
GG28002,0,2,4,0,0,0,0,Autumn20
MA39110,0,0,0,0,0,0,1,Autumn20
MI40021,0,0,0,1,0,0,0,Autumn20
TS62001,1,8,4,0,0,0,0,Autumn20
PH60303,2,2,0,0,0,0,0,Autumn20
PH60309,0,0,1,2,0,0,0,Autumn20
PH60034,0,1,2,0,0,0,0,Autumn20
QM47001,0,4,0,0,0,0,0,Autumn20
MA51003,1,2,0,1,0,0,0,Autumn20
MA60002,0,0,0,0,3,0,0,Autumn20
GG29002,0,0,2,2,0,2,0,Autumn20
PH60305,3,10,18,6,0,0,0,Autumn20
RE60021,0,0,0,1,0,0,0,Autumn20
ET67003,0,1,0,0,0,0,0,Autumn20
GG29007,0,0,3,1,0,2,2,Autumn20
QE47001,0,7,0,0,0,0,0,Autumn20
AE48002,0,0,0,1,0,0,0,Autumn20
AE31004,0,0,0,0,0,0,1,Autumn20
AE31002,0,0,0,0,0,1,0,Autumn20
AR40025,0,3,21,6,1,0,0,Autumn20
AR48008,0,0,1,0,0,0,0,Autumn20
AR32002,0,0,0,0,0,1,0,Autumn20
BT41022,0,0,0,0,0,1,0,Autumn20
BT31006,0,0,0,0,0,1,0,Autumn20
CE47006,0,1,0,0,0,0,0,Autumn20
CE41028,0,0,1,0,0,0,0,Autumn20
CH47024,0,0,1,0,0,0,0,Autumn20
CY51003,2,5,11,1,0,0,0,Autumn20
CR61025,0,0,1,0,0,0,0,Autumn20
CR61021,0,0,1,0,0,0,0,Autumn20
EE40002,0,0,0,0,1,1,0,Autumn20
CL60023,0,4,0,0,0,0,0,Autumn20
CH61016,0,2,0,0,0,0,2,Autumn20
IM48001,14,34,0,0,0,0,0,Autumn20
EX51003,4,32,44,12,2,0,0,Autumn20
HS40091,4,20,46,16,2,0,0,Autumn20
HS48001,30,36,30,0,0,0,0,Autumn20
MA58007,20,32,46,10,0,0,0,Autumn20
ME22004,0,0,0,0,0,2,0,Autumn20
ME47602,0,4,0,0,0,0,0,Autumn20
IM60016,0,0,0,2,0,0,0,Autumn20
IM57003,8,40,22,2,0,0,0,Autumn20
MT48001,0,10,18,4,0,0,0,Autumn20
MS60045,0,4,0,0,0,0,0,Autumn20
MI40004,0,0,0,4,0,0,0,Autumn20
PH38002,0,0,0,0,2,0,0,Autumn20
PH51001,14,14,18,14,2,0,0,Autumn20
CY61039,3,4,6,3,0,0,0,Autumn20
MS60023,1,2,0,0,0,0,0,Autumn20
HS60063,0,4,6,6,0,0,0,Autumn20
AE51016,0,1,0,0,0,0,0,Autumn20
AE57003,4,4,2,2,0,0,1,Autumn20
AR52001,8,22,5,0,0,0,0,Autumn20
AR51013,1,6,6,1,0,0,0,Autumn20
AR48012,0,0,1,0,0,0,0,Autumn20
AR33204,0,0,0,0,1,0,0,Autumn20
BT47006,0,0,0,1,0,0,0,Autumn20
BT31010,0,0,0,0,0,1,0,Autumn20
BT57003,2,12,5,1,0,0,0,Autumn20
CE48004,0,1,0,0,0,1,0,Autumn20
CE29002,0,1,0,0,0,0,0,Autumn20
BM59001,1,9,11,7,1,0,0,Autumn20
CH57003,7,11,7,1,2,0,0,Autumn20
CS40032,0,0,0,2,0,0,0,Autumn20
CS48004,0,0,0,1,0,0,0,Autumn20
CS39008,0,1,0,0,0,0,0,Autumn20
CS57003,21,12,2,2,2,1,3,Autumn20
CY57005,11,6,2,0,0,0,0,Autumn20
EE47008,0,2,0,0,0,0,0,Autumn20
EX51001,12,44,0,0,0,0,0,Autumn20
CL61015,0,0,4,0,0,0,0,Autumn20
EP60018,0,2,0,0,0,0,0,Autumn20
EX59003,14,26,2,0,2,0,0,Autumn20
HS50001,8,12,50,26,0,0,0,Autumn20
MA57011,24,48,28,6,0,0,0,Autumn20
ET60006,0,0,2,0,0,0,0,Autumn20
ME48602,0,0,0,0,2,6,0,Autumn20
IM60003,2,22,6,0,2,0,0,Autumn20
MT32008,0,0,0,0,2,4,0,Autumn20
MT41007,0,0,0,2,0,0,0,Autumn20
MT57003,18,8,2,2,0,0,2,Autumn20
MI47004,0,0,2,2,0,0,0,Autumn20
NA57003,2,16,6,0,0,0,2,Autumn20
PH39008,0,2,0,0,0,0,0,Autumn20
PH51023,6,12,22,14,6,2,0,Autumn20
MS61003,0,0,0,2,0,0,0,Autumn20
AT69003,2,8,2,0,0,0,0,Autumn20
AE58001,2,3,3,3,2,0,0,Autumn20
AR52003,0,20,15,0,0,0,0,Autumn20
AR48014,0,0,0,1,0,0,0,Autumn20
AR33206,0,0,0,0,0,1,0,Autumn20
BT48026,0,0,0,1,0,0,0,Autumn20
BT31014,0,0,0,0,0,1,0,Autumn20
BT58001,4,8,5,3,0,0,0,Autumn20
CE60016,0,0,0,2,0,0,0,Autumn20
CH58001,6,8,9,4,1,0,0,Autumn20
CS58003,8,10,16,5,3,0,1,Autumn20
CY58005,2,3,10,4,0,0,0,Autumn20
EE48002,0,0,0,0,1,0,0,Autumn20
EE49004,0,1,0,1,0,0,0,Autumn20
EP67005,7,3,0,0,0,0,1,Autumn20
EX57007,24,24,8,0,0,0,0,Autumn20
IM58003,8,18,8,8,0,0,0,Autumn20
FP58001,6,8,7,8,0,0,0,Autumn20
GG50023,0,4,14,20,6,0,0,Autumn20
HS50025,2,6,30,56,2,0,0,Autumn20
IM60051,0,0,2,0,0,0,0,Autumn20
MT41009,0,0,0,0,0,2,2,Autumn20
MT39004,0,2,0,0,0,2,0,Autumn20
MT41025,0,0,0,2,0,0,0,Autumn20
MT58001,4,10,14,2,0,0,2,Autumn20
MI48002,0,0,0,4,0,0,0,Autumn20
MI40036,0,0,2,0,0,0,0,Autumn20
MI57001,0,14,24,8,0,0,0,Autumn20
MI58001,2,4,20,2,0,0,0,Autumn20
NA59007,8,18,0,0,0,0,0,Autumn20
PH41010,0,0,0,0,0,2,0,Autumn20
PH57001,8,30,14,8,0,2,0,Autumn20
MM61313,0,2,0,0,0,0,0,Autumn20
QE57001,4,4,4,0,0,0,0,Autumn20
ME60057,2,2,6,2,0,2,0,Autumn20
AR53201,2,9,16,6,1,0,0,Autumn20
AR48016,0,0,0,1,0,0,0,Autumn20
BT60004,0,0,0,0,0,1,0,Autumn20
BT39006,0,0,1,0,0,0,0,Autumn20
BT60003,3,1,9,7,0,0,0,Autumn20
CE60105,0,0,1,0,0,0,0,Autumn20
CE60160,0,0,1,1,0,0,0,Autumn20
CH61011,5,6,13,4,1,0,0,Autumn20
ET60002,0,0,0,0,0,1,0,Autumn20
CS59001,25,10,5,1,0,0,2,Autumn20
CY60003,0,0,1,1,0,0,0,Autumn20
CY60004,0,0,0,2,0,0,0,Autumn20
EX58003,4,16,30,6,0,0,0,Autumn20
EX28002,0,0,2,0,0,0,0,Autumn20
HS60039,0,0,2,0,0,0,0,Autumn20
IE47006,0,2,0,0,0,0,0,Autumn20
FP67001,3,12,14,0,0,0,0,Autumn20
GG52001,4,10,26,0,0,0,0,Autumn20
HS57003,48,48,0,0,0,0,0,Autumn20
MA60049,6,10,4,2,2,0,0,Autumn20
MA61019,2,20,2,4,0,0,0,Autumn20
ME60111,0,0,0,0,2,0,0,Autumn20
ME60234,0,0,0,0,0,2,0,Autumn20
MT49009,0,0,2,0,0,2,0,Autumn20
MT60005,5,11,0,0,0,0,0,Autumn20
MT60003,0,0,0,2,0,0,0,Autumn20
MT60139,0,12,6,6,0,2,0,Autumn20
MI60035,0,2,0,2,0,0,0,Autumn20
MI59001,6,2,6,0,2,4,0,Autumn20
MI59003,0,0,0,0,0,0,0,Autumn20
NA60021,0,4,10,2,0,0,0,Autumn20
NA61005,0,2,2,0,2,2,0,Autumn20
PH41012,0,0,0,0,2,0,0,Autumn20
PH58033,2,26,24,10,0,0,0,Autumn20
ME69057,10,2,2,0,0,0,0,Autumn20
AR57101,4,20,9,1,0,0,0,Autumn20
AR48018,0,0,1,0,0,0,0,Autumn20
CL61024,0,0,0,0,0,1,0,Autumn20
BT39008,0,0,0,0,0,1,0,Autumn20
BT69007,0,0,0,0,0,0,0,Autumn20
CY60111,0,0,0,1,0,0,0,Autumn20
EC60012,0,0,0,1,0,0,0,Autumn20
TE60006,0,0,0,1,0,0,0,Autumn20
EX59005,26,28,2,0,0,0,0,Autumn20
GG20003,0,0,0,0,2,0,0,Autumn20
IE48002,0,0,2,0,0,0,0,Autumn20
HS51002,10,9,7,3,0,0,0,Autumn20
GG57007,26,18,0,0,0,0,0,Autumn20
ME60014,0,0,0,0,0,2,0,Autumn20
ME60404,0,0,0,0,2,0,0,Autumn20
MT47002,0,2,0,0,0,0,0,Autumn20
MT61141,0,12,4,0,2,0,0,Autumn20
MT61123,0,0,0,2,0,0,0,Autumn20
MI60042,0,0,0,2,0,0,0,Autumn20
MI60007,0,2,4,0,0,0,0,Autumn20
PH49012,0,0,0,0,2,0,0,Autumn20
PH60042,2,2,8,0,0,0,0,Autumn20
PH60109,0,0,2,2,0,0,0,Autumn20
QM57001,0,6,6,0,0,0,2,Autumn20
BT61030,0,0,0,0,0,1,0,Autumn20
HS69013,0,0,0,1,0,0,0,Autumn20
MM61311,2,0,0,0,0,0,0,Autumn20
CS60111,1,2,0,0,0,0,0,Autumn20
MM40017,0,1,0,0,0,0,0,Autumn20
MS61001,0,0,1,0,0,0,0,Autumn20
EC60502,0,0,0,0,0,1,0,Autumn20
GG52007,6,4,2,0,0,0,0,Autumn20
GG20004,0,0,0,0,0,2,0,Autumn20
GG58005,6,12,22,2,2,0,0,Autumn20
ME60136,0,0,2,0,0,0,0,Autumn20
MT21008,0,0,0,4,0,0,0,Autumn20
NT70002,0,0,0,0,2,0,0,Autumn20
MT48002,0,0,2,0,0,0,0,Autumn20
MT61143,0,0,2,0,0,0,0,Autumn20
MI60045,0,0,0,2,0,0,0,Autumn20
PH49016,0,0,2,0,0,0,0,Autumn20
PH60035,0,2,2,0,0,0,0,Autumn20
PH60116,0,2,0,0,0,0,0,Autumn20
PH61011,2,2,14,2,0,0,0,Autumn20
PH60052,0,2,0,0,0,0,0,Autumn20
MM72335,0,0,0,0,1,0,0,Autumn20
MS61005,0,1,0,0,0,0,0,Autumn20
GG59023,0,6,30,6,2,0,0,Autumn20
MT60006,0,0,0,0,2,0,0,Autumn20
MI62001,0,2,0,0,0,0,0,Autumn20
PH20101,0,0,0,0,0,2,0,Autumn20
PH61009,4,0,0,2,0,0,0,Autumn20
PH61013,0,2,0,0,0,0,0,Autumn20
ME60011,2,0,0,0,0,0,0,Autumn20
MT31012,0,0,2,0,0,2,0,Autumn20
PH21004,0,0,0,0,0,2,0,Autumn20
PH29008,0,2,0,0,0,0,0,Autumn20
